Movie,Year,Genre,,,,,,,,,,,,,,,,
Cinema Paradiso,2005, Romance            ,,,,,,,,,,,,,,,,
Citizen Kane,1979, Mystery            ,,,,,,,,,,,,,,,,
City of God,1940, Drama            ,,,,,,,,,,,,,,,,
Close Encounters of the Third Kind,2002, Sci-Fi            ,,,,,,,,,,,,,,,,
Cloverfield,2014, Horror,,,,,,,,,,,,,,,,
Coco,2017, Adventure,,,,,,,,,,,,,,,,
Collateral,2013, Crime,,,,,,,,,,,,,,,,
Come and See,2009, Thriller,,,,,,,,,,,,,,,,
Commando,1993, Adventure,,,,,,,,,,,,,,,,
Confessions of a Dangerous Mind,2004, Comedy,,,,,,,,,,,,,,,,
Control,2016, Drama,,,,,,,,,,,,,,,,
Cool Hand Luke,1999, Drama            ,,,,,,,,,,,,,,,,
Cop Land,2010, Drama,,,,,,,,,,,,,,,,
Crash,1973, Drama,,,,,,,,,,,,,,,,
Creed,2017, Drama,,,,,,,,,,,,,,,,
"Crouching Tiger, Hidden Dragon",1982, Adventure,,,,,,,,,,,,,,,,
Crumb,2007, Biography,,,,,,,,,,,,,,,,
Cube,1990, Horror,,,,,,,,,,,,,,,,
Dallas Buyers Club,2015, Drama            ,,,,,,,,,,,,,,,,
Dances with Wolves,1967, Drama,,,,,,,,,,,,,,,,
Dark City,1963, Mystery,,,,,,,,,,,,,,,,
Das Boot,1999, Drama,,,,,,,,,,,,,,,,
Dawn of the Dead,2006, Thriller            ,,,,,,,,,,,,,,,,
Dawn of the Planet of the Apes,2002, Adventure,,,,,,,,,,,,,,,,
Day of the Dead,2005, Thriller            ,,,,,,,,,,,,,,,,
Dead Man Walking,2011, Drama            ,,,,,,,,,,,,,,,,
Dead Man's Shoes,2000, Drama,,,,,,,,,,,,,,,,
Dead Poets Society,1978, Drama            ,,,,,,,,,,,,,,,,
Deadpool,2003, Adventure,,,,,,,,,,,,,,,,
Deadpool 2,1992, Adventure,,,,,,,,,,,,,,,,
Dear Zachary: A Letter to a Son About His Father,2013, Biography,,,,,,,,,,,,,,,,
Deep Cover,2008, Crime,,,,,,,,,,,,,,,,
Deliverance,2004, Drama,,,,,,,,,,,,,,,,
Desperado,2003, Crime,,,,,,,,,,,,,,,,
Detroit,2009, Drama,,,,,,,,,,,,,,,,
Diamonds Are Forever,1989, Adventure,,,,,,,,,,,,,,,,
Die Hard,1980, Thriller            ,,,,,,,,,,,,,,,,
Die Hard 2,1994, Thriller            ,,,,,,,,,,,,,,,,
Die Hard with a Vengeance,1999, Adventure,,,,,,,,,,,,,,,,
Dig!,1981, Music            ,,,,,,,,,,,,,,,,
Dirty Harry,1998, Crime,,,,,,,,,,,,,,,,
Dirty Rotten Scoundrels,2004, Crime            ,,,,,,,,,,,,,,,,
District 9,2017, Sci-Fi,,,,,,,,,,,,,,,,
Django,1988, Western            ,,,,,,,,,,,,,,,,
Django Unchained,2005, Western            ,,,,,,,,,,,,,,,,
Dnevnoy dozor,1941, Fantasy,,,,,,,,,,,,,,,,
Do the Right Thing,1994, Drama            ,,,,,,,,,,,,,,,,
Dodgeball: A True Underdog Story,1986, Sport            ,,,,,,,,,,,,,,,,
Dog Day Afternoon,1998, Crime,,,,,,,,,,,,,,,,
Dog Soldiers,1997, Horror,,,,,,,,,,,,,,,,
Dogville,1984, Drama            ,,,,,,,,,,,,,,,,
Donnie Brasco,2004, Crime,,,,,,,,,,,,,,,,
Donnie Darko,1973, Mystery,,,,,,,,,,,,,,,,
Don't Look Now,2002, Horror,,,,,,,,,,,,,,,,
Dope,1989, Comedy,,,,,,,,,,,,,,,,
Double Indemnity,1988, Drama,,,,,,,,,,,,,,,,
Down Terrace,2005, Drama            ,,,,,,,,,,,,,,,,
Downfall,2010, Drama,,,,,,,,,,,,,,,,
Dr. No,1986, Adventure,,,,,,,,,,,,,,,,
Drive,1985, Drama            ,,,,,,,,,,,,,,,,
Dunkirk,2003, Drama,,,,,,,,,,,,,,,,
E.T. the Extra-Terrestrial,1978, Family,,,,,,,,,,,,,,,,
Eastern Promises,1970, Drama,,,,,,,,,,,,,,,,
Easy A,2001, Drama,,,,,,,,,,,,,,,,
Easy Rider,1987, Drama            ,,,,,,,,,,,,,,,,
Ed Wood,1994, Comedy,,,,,,,,,,,,,,,,
Eden Lake,1995, Thriller            ,,,,,,,,,,,,,,,,
Edge of Tomorrow,1952, Adventure,,,,,,,,,,,,,,,,
Edward Scissorhands,1994, Fantasy,,,,,,,,,,,,,,,,
El Mariachi,2005, Crime,,,,,,,,,,,,,,,,
El Topo,2003, Western            ,,,,,,,,,,,,,,,,
Election,1979, Romance            ,,,,,,,,,,,,,,,,
Elf,2002, Comedy,,,,,,,,,,,,,,,,
Empire of the Sun,1971, Drama,,,,,,,,,,,,,,,,
End of Watch,1999, Crime,,,,,,,,,,,,,,,,
Enron: The Smartest Guys in the Room,2009, Biography,,,,,,,,,,,,,,,,
Enter the Dragon,1980, Crime,,,,,,,,,,,,,,,,
Eraserhead,1994, Horror,,,,,,,,,,,,,,,,
Escape from Alcatraz,2006, Biography,,,,,,,,,,,,,,,,
Eternal Sunshine of the Spotless Mind,2009, Romance,,,,,,,,,,,,,,,,
Everything Is Illuminated,1939, Drama            ,,,,,,,,,,,,,,,,
Evil Dead II,1988, Horror            ,,,,,,,,,,,,,,,,
Exit Through the Gift Shop,1973, Comedy,,,,,,,,,,,,,,,,
Eyes Wide Shut,2005, Mystery,,,,,,,,,,,,,,,,
Face/Off,1992, Crime,,,,,,,,,,,,,,,,
Fahrenheit 9/11,1989, Drama,,,,,,,,,,,,,,,,
Falling Down,2000, Crime,,,,,,,,,,,,,,,,
Fantastic Mr. Fox,2012, Adventure,,,,,,,,,,,,,,,,
Fargo,2012, Thriller            ,,,,,,,,,,,,,,,,
Fast Five,1992, Adventure,,,,,,,,,,,,,,,,
Fast Times at Ridgemont High,1980, Drama            ,,,,,,,,,,,,,,,,
Fear and Loathing in Las Vegas,2001, Comedy,,,,,,,,,,,,,,,,
Field of Dreams,1985, Family,,,,,,,,,,,,,,,,
Filth,2016, Comedy,,,,,,,,,,,,,,,,
Final Destination,1994, Thriller            ,,,,,,,,,,,,,,,,
Final Destination 2,1983, Thriller            ,,,,,,,,,,,,,,,,
Finding Nemo,1994, Adventure,,,,,,,,,,,,,,,,
First Blood,1999, Adventure            ,,,,,,,,,,,,,,,,
Fletch,2006, Crime,,,,,,,,,,,,,,,,
Forrest Gump,2014, Romance            ,,,,,,,,,,,,,,,,
Four Lions,1987, Crime,,,,,,,,,,,,,,,,
Four Weddings and a Funeral,2011, Drama,,,,,,,,,,,,,,,,
Free Fire,2003, Comedy,,,,,,,,,,,,,,,,
Freeway,1955, Crime,,,,,,,,,,,,,,,,
From Dusk Till Dawn,2009, Crime,,,,,,,,,,,,,,,,
From Russia with Love,1974, Adventure,,,,,,,,,,,,,,,,
Frost/Nixon,2003, Drama,,,,,,,,,,,,,,,,
Full Metal Jacket,1984, War            ,,,,,,,,,,,,,,,,
Furious 7,1993, Adventure,,,,,,,,,,,,,,,,
Galaxy Quest,1995, Comedy,,,,,,,,,,,,,,,,
Gangs of New York,2008, Drama            ,,,,,,,,,,,,,,,,
Gangster No. 1,1989, Drama,,,,,,,,,,,,,,,,
Garden State,1988, Drama,,,,,,,,,,,,,,,,
Gattaca,1990, Sci-Fi,,,,,,,,,,,,,,,,
Get Carter,1989, Crime,,,,,,,,,,,,,,,,
Get Him to the Greek,1976, Music            ,,,,,,,,,,,,,,,,
Get Out,2019, Mystery,,,,,,,,,,,,,,,,
Get Shorty,1971, Crime,,,,,,,,,,,,,,,,
Ghostbusters,2009, Comedy,,,,,,,,,,,,,,,,
Ghostbusters II,2005, Comedy,,,,,,,,,,,,,,,,
Gimme Shelter,1991, Music,,,,,,,,,,,,,,,,
Gladiator,2000, Adventure,,,,,,,,,,,,,,,,
Glengarry Glen Ross,1959, Drama,,,,,,,,,,,,,,,,
Glory,2009, Drama,,,,,,,,,,,,,,,,
Go,1988, Crime            ,,,,,,,,,,,,,,,,
GoldenEye,2011, Adventure,,,,,,,,,,,,,,,,
Goldfinger,1993, Adventure,,,,,,,,,,,,,,,,
Gomorrah,1965, Drama            ,,,,,,,,,,,,,,,,
Gone Baby Gone,2012, Drama,,,,,,,,,,,,,,,,
Gone Girl,2010, Mystery,,,,,,,,,,,,,,,,
Gone with the Wind,1994, History,,,,,,,,,,,,,,,,
Gonzo,2007, Biography,,,,,,,,,,,,,,,,
"Good Morning, Vietnam",2008, Comedy,,,,,,,,,,,,,,,,
Good Vibrations,2014, Drama,,,,,,,,,,,,,,,,
Good Will Hunting,2007, Romance            ,,,,,,,,,,,,,,,,
Goodfellas,1967, Crime,,,,,,,,,,,,,,,,
Goon,2009, Drama,,,,,,,,,,,,,,,,
Gravity,2014, Drama,,,,,,,,,,,,,,,,
Gremlins,2001, Fantasy,,,,,,,,,,,,,,,,
Gremlins 2: The New Batch,2009, Fantasy,,,,,,,,,,,,,,,,
Grizzly Man,1987, Biography            ,,,,,,,,,,,,,,,,
Grosse Pointe Blank,1989, Comedy,,,,,,,,,,,,,,,,
Groundhog Day,1999, Fantasy,,,,,,,,,,,,,,,,
Guardians of the Galaxy,1977, Adventure,,,,,,,,,,,,,,,,
Guardians of the Galaxy Vol. 2,1991, Adventure,,,,,,,,,,,,,,,,
Hacksaw Ridge,2009, Drama,,,,,,,,,,,,,,,,
Happiness,1995, Drama            ,,,,,,,,,,,,,,,,
Happy Gilmore,2004, Sport            ,,,,,,,,,,,,,,,,
Hard Boiled,2006, Crime,,,,,,,,,,,,,,,,
Hard Candy,1985, Thriller            ,,,,,,,,,,,,,,,,
Harold and Maude,2005, Drama,,,,,,,,,,,,,,,,
Harry Brown,2012, Crime,,,,,,,,,,,,,,,,
Heat,1990, Crime,,,,,,,,,,,,,,,,
Heathers,1999, Crime            ,,,,,,,,,,,,,,,,
Heavenly Creatures,1991, Crime,,,,,,,,,,,,,,,,
Hell or High Water,2008, Crime,,,,,,,,,,,,,,,,
Hellboy II: The Golden Army,2014, Adventure,,,,,,,,,,,,,,,,
Henry: Portrait of a Serial Killer,1997, Crime,,,,,,,,,,,,,,,,
Her,1950, Romance,,,,,,,,,,,,,,,,
Hereditary,1991, Horror,,,,,,,,,,,,,,,,
High Fidelity,2013, Drama,,,,,,,,,,,,,,,,
His Girl Friday,2001, Drama,,,,,,,,,,,,,,,,
Holy Motors,2001, Fantasy            ,,,,,,,,,,,,,,,,
Home Alone,2010, Family            ,,,,,,,,,,,,,,,,
Home Alone 2: Lost in New York,2003, Comedy,,,,,,,,,,,,,,,,
Hot Fuzz,2012, Comedy,,,,,,,,,,,,,,,,
Hotel Rwanda,1996, Drama,,,,,,,,,,,,,,,,
House of Games,1967, Thriller            ,,,,,,,,,,,,,,,,
How to Train Your Dragon,1973, Action,,,,,,,,,,,,,,,,
How to Train Your Dragon 2,2003, Action,,,,,,,,,,,,,,,,
Hugo,2016, Drama,,,,,,,,,,,,,,,,
Hunger,1992, Crime,,,,,,,,,,,,,,,,
I Love You Phillip Morris,2002, Comedy,,,,,,,,,,,,,,,,
"I, Tonya",2011, Comedy,,,,,,,,,,,,,,,,
Ichi the Killer,1960, Comedy,,,,,,,,,,,,,,,,
I'm Not There,2014, Drama,,,,,,,,,,,,,,,,
In Bruges,2010, Crime,,,,,,,,,,,,,,,,
In the Line of Fire,1986, Crime,,,,,,,,,,,,,,,,
In the Name of the Father,2004, Crime,,,,,,,,,,,,,,,,
Incendies,1990, Mystery,,,,,,,,,,,,,,,,
Inception,2015, Adventure,,,,,,,,,,,,,,,,
Indiana Jones and the Last Crusade,2004, Adventure            ,,,,,,,,,,,,,,,,
Indiana Jones and the Raiders of the Lost Ark,1994, Adventure            ,,,,,,,,,,,,,,,,
Indiana Jones and the Temple of Doom,2000, Adventure            ,,,,,,,,,,,,,,,,
Infernal Affairs,2005, Crime,,,,,,,,,,,,,,,,
Inglourious Basterds,2010, Drama,,,,,,,,,,,,,,,,
Inside Man,2006, Drama,,,,,,,,,,,,,,,,
Insomnia,2003, Mystery,,,,,,,,,,,,,,,,
Interstellar,2014, Drama,,,,,,,,,,,,,,,,
Interview with the Vampire: The Vampire Chronicles,1998, Fantasy,,,,,,,,,,,,,,,,
Into the Abyss,1994, Crime,,,,,,,,,,,,,,,,
Invasion of the Body Snatchers,1984, Sci-Fi            ,,,,,,,,,,,,,,,,
Iron Man,1997, Adventure,,,,,,,,,,,,,,,,
Iron Man Three,1982, Adventure,,,,,,,,,,,,,,,,
Irreversible,2005, Drama,,,,,,,,,,,,,,,,
It Follows,1979, Mystery,,,,,,,,,,,,,,,,
It's a Wonderful Life,1999, Family,,,,,,,,,,,,,,,,
Jackass 3D,1998, Action,,,,,,,,,,,,,,,,
Jackass Number Two,1990, Action,,,,,,,,,,,,,,,,
Jackass: The Movie,2002, Action,,,,,,,,,,,,,,,,
Jackie Brown,2002, Drama,,,,,,,,,,,,,,,,
Jacob's Ladder,2016, Horror,,,,,,,,,,,,,,,,
Jaws,2006, Thriller            ,,,,,,,,,,,,,,,,
Jerry Maguire,2008, Drama,,,,,,,,,,,,,,,,
JFK,2009, History,,,,,,,,,,,,,,,,
Jo Nesbø's Headhunters,1994, Crime,,,,,,,,,,,,,,,,
Joe,2017, Drama            ,,,,,,,,,,,,,,,,
John Wick,1960, Crime,,,,,,,,,,,,,,,,
John Wick: Chapter 3 - Parabellum,2003, Crime,,,,,,,,,,,,,,,,
Jumanji,1957, Comedy,,,,,,,,,,,,,,,,
Jungle Fever,1973, Romance            ,,,,,,,,,,,,,,,,
Juno,1959, Drama            ,,,,,,,,,,,,,,,,
Jurassic Park,1949, Adventure,,,,,,,,,,,,,,,,
Kick-Ass,1984, Comedy,,,,,,,,,,,,,,,,
Kill Bill: Vol. 1,2016, Crime,,,,,,,,,,,,,,,,
Kill Bill: Vol. 2,2002, Crime,,,,,,,,,,,,,,,,
Kill List,1999, Crime,,,,,,,,,,,,,,,,
Killer Joe,1993, Drama,,,,,,,,,,,,,,,,
Kind Hearts and Coronets,1974, Crime            ,,,,,,,,,,,,,,,,
King Kong,1975, Adventure,,,,,,,,,,,,,,,,
King Kong,1975, Horror,,,,,,,,,,,,,,,,
King of New York,2009, Thriller            ,,,,,,,,,,,,,,,,
Kingpin,2018, Sport            ,,,,,,,,,,,,,,,,
Kingsman: The Secret Service,2015, Adventure,,,,,,,,,,,,,,,,
Kinsey,1996, Drama,,,,,,,,,,,,,,,,
Kiss Kiss Bang Bang,1982, Crime,,,,,,,,,,,,,,,,
Knocked Up,2008, Romance            ,,,,,,,,,,,,,,,,
Knuckle,2006, Biography,,,,,,,,,,,,,,,,
Kubo and the Two Strings,1987, Action,,,,,,,,,,,,,,,,
L.A. Confidential,2010, Drama,,,,,,,,,,,,,,,,
La Haine,2004, Drama            ,,,,,,,,,,,,,,,,
La La Land,1973, Drama,,,,,,,,,,,,,,,,
Lawrence of Arabia,1975, Biography,,,,,,,,,,,,,,,,
Layer Cake,1959, Crime,,,,,,,,,,,,,,,,
Leaving Las Vegas,2014, Romance            ,,,,,,,,,,,,,,,,
Lenny,1946, Drama            ,,,,,,,,,,,,,,,,
Léon: The Professional,2004, Crime,,,,,,,,,,,,,,,,
Let the Right One In,2015, Drama,,,,,,,,,,,,,,,,
Lethal Weapon,1962, Crime,,,,,,,,,,,,,,,,
Lethal Weapon 2,2004, Crime,,,,,,,,,,,,,,,,
Letters from Iwo Jima,1983, Adventure,,,,,,,,,,,,,,,,
Life Is Beautiful,2001, Drama,,,,,,,,,,,,,,,,
Life of Pi,1983, Drama,,,,,,,,,,,,,,,,
Little Miss Sunshine,2011, Drama            ,,,,,,,,,,,,,,,,
Live and Let Die,1997, Adventure,,,,,,,,,,,,,,,,
Local Hero,2004, Drama            ,,,,,,,,,,,,,,,,
"Lock, Stock and Two Smoking Barrels",2010, Comedy,,,,,,,,,,,,,,,,
Logan,2004, Drama,,,,,,,,,,,,,,,,
Lone Survivor,1975, Biography,,,,,,,,,,,,,,,,
Looper,2005, Drama,,,,,,,,,,,,,,,,
Lord of War,2007, Crime,,,,,,,,,,,,,,,,
Lords of Dogtown,1997, Drama,,,,,,,,,,,,,,,,
Los ojos de Julia,2012, Mystery,,,,,,,,,,,,,,,,
Lost Highway,2001, Thriller            ,,,,,,,,,,,,,,,,
Lost in Translation,2014, Drama            ,,,,,,,,,,,,,,,,
Love and Death,1995, War            ,,,,,,,,,,,,,,,,
Machete,1961, Crime,,,,,,,,,,,,,,,,
Mad Max,2000, Adventure,,,,,,,,,,,,,,,,
Mad Max 2: The Road Warrior,1988, Adventure,,,,,,,,,,,,,,,,
Mad Max: Fury Road,2013, Adventure,,,,,,,,,,,,,,,,
Man on Fire,2010, Crime,,,,,,,,,,,,,,,,
Man on the Moon,2013, Comedy,,,,,,,,,,,,,,,,
Manhattan,1999, Drama,,,,,,,,,,,,,,,,
Manhattan Melodrama,1990, Drama,,,,,,,,,,,,,,,,
Manhunter,2005, Mystery,,,,,,,,,,,,,,,,
Marathon Man,2013, Thriller            ,,,,,,,,,,,,,,,,
Margin Call,1995, Thriller            ,,,,,,,,,,,,,,,,
Marley,1998, Biography,,,,,,,,,,,,,,,,
Mary and Max,2010, Comedy,,,,,,,,,,,,,,,,
Mary Poppins,2000, Family,,,,,,,,,,,,,,,,
Master and Commander: The Far Side of the World,2004, Adventure,,,,,,,,,,,,,,,,
Mean Streets,2010, Drama,,,,,,,,,,,,,,,,
Meet the Parents,2015, Romance            ,,,,,,,,,,,,,,,,
Memento,2014, Thriller            ,,,,,,,,,,,,,,,,
Memories of Murder,1998, Drama,,,,,,,,,,,,,,,,
Men in Black,1950, Adventure,,,,,,,,,,,,,,,,
Mesrine: Killer Instinct,1972, Biography,,,,,,,,,,,,,,,,
Mesrine: Public Enemy No. 1,2011, Biography,,,,,,,,,,,,,,,,
Michael,2017, Thriller            ,,,,,,,,,,,,,,,,
Michael Clayton,2017, Drama,,,,,,,,,,,,,,,,
Michael Collins,2009, Drama,,,,,,,,,,,,,,,,
Midnight in Paris,2006, Fantasy,,,,,,,,,,,,,,,,
Midnight Run,1968, Comedy,,,,,,,,,,,,,,,,
Midsommar,1988, Horror,,,,,,,,,,,,,,,,
Miller's Crossing,2010, Drama,,,,,,,,,,,,,,,,
Minority Report,2009, Crime,,,,,,,,,,,,,,,,
Miracle on 34th Street,1975, Drama,,,,,,,,,,,,,,,,
Misery,1967, Thriller            ,,,,,,,,,,,,,,,,
Mission: Impossible,2007, Adventure,,,,,,,,,,,,,,,,
Mission: Impossible - Fallout,1998, Adventure,,,,,,,,,,,,,,,,
Mission: Impossible - Ghost Protocol,1998, Adventure,,,,,,,,,,,,,,,,
Mission: Impossible - Rogue Nation,2008, Adventure,,,,,,,,,,,,,,,,
Mission: Impossible II,2010, Adventure,,,,,,,,,,,,,,,,
Mission: Impossible III,1948, Adventure,,,,,,,,,,,,,,,,
Mississippi Burning,2011, Drama,,,,,,,,,,,,,,,,
Mistaken for Strangers,2013, Comedy,,,,,,,,,,,,,,,,
Molly's Game,2011, Crime,,,,,,,,,,,,,,,,
Mona Lisa,1968, Drama,,,,,,,,,,,,,,,,
Moneyball,1986, Drama,,,,,,,,,,,,,,,,
Monsoon Wedding,2006, Drama,,,,,,,,,,,,,,,,
"Monsters, Inc.",1995, Adventure,,,,,,,,,,,,,,,,
Monument Ave.,1993, Drama,,,,,,,,,,,,,,,,
Moon,2009, Mystery,,,,,,,,,,,,,,,,
Moonrise Kingdom,1997, Drama,,,,,,,,,,,,,,,,
Moulin Rouge!,2010, Musical,,,,,,,,,,,,,,,,
Mr. Smith Goes to Washington,1989, Drama            ,,,,,,,,,,,,,,,,
Mulholland Drive,1998, Mystery,,,,,,,,,,,,,,,,
Munich,1974, Drama,,,,,,,,,,,,,,,,
Murderball,2011, Sport            ,,,,,,,,,,,,,,,,
My Left Foot,1998, Drama            ,,,,,,,,,,,,,,,,
Mystic River,2009, Drama,,,,,,,,,,,,,,,,
Narc,1987, Drama,,,,,,,,,,,,,,,,
Natural Born Killers,2013, Crime,,,,,,,,,,,,,,,,
Near Dark,1985, Crime,,,,,,,,,,,,,,,,
Next Goal Wins,2014, Sport            ,,,,,,,,,,,,,,,,
Night of the Living Dead,1981, Thriller            ,,,,,,,,,,,,,,,,
Night Watch,2001, Fantasy,,,,,,,,,,,,,,,,
Nightcrawler,2015, Drama,,,,,,,,,,,,,,,,
Nixon,2005, Drama,,,,,,,,,,,,,,,,
No Country for Old Men,1979, Drama,,,,,,,,,,,,,,,,
No Way Out,2004, Crime,,,,,,,,,,,,,,,,
Noah,1966, Adventure,,,,,,,,,,,,,,,,
Nocturnal Animals,1972, Thriller            ,,,,,,,,,,,,,,,,
North by Northwest,1994, Mystery,,,,,,,,,,,,,,,,
Notting Hill,1962, Drama,,,,,,,,,,,,,,,,
Nurse Betty,2002, Crime,,,,,,,,,,,,,,,,
"O Brother, Where Art Thou?",1998, Comedy,,,,,,,,,,,,,,,,
Oasis: Supersonic,2013, Biography,,,,,,,,,,,,,,,,
Ocean's Eleven,1987, Thriller            ,,,,,,,,,,,,,,,,
Oldboy,2014, Drama,,,,,,,,,,,,,,,,
On Her Majesty's Secret Service,1999, Adventure,,,,,,,,,,,,,,,,
On the Waterfront,1999, Drama,,,,,,,,,,,,,,,,
Once,2017, Music,,,,,,,,,,,,,,,,
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,1949, Sport            ,,,,,,,,,,,,,,,,
Once Upon a Time in America,1996, Drama            ,,,,,,,,,,,,,,,,
Ong-Bak: The Thai Warrior,1991, Crime,,,,,,,,,,,,,,,,
Out of Sight,2007, Crime,,,,,,,,,,,,,,,,
Pacific Rim,1984, Adventure,,,,,,,,,,,,,,,,
Paddington,2011, Adventure,,,,,,,,,,,,,,,,
Pan's Labyrinth,1991, Fantasy,,,,,,,,,,,,,,,,
Paper Moon,1964, Crime,,,,,,,,,,,,,,,,
"Paris, je t'aime",2003, Drama,,,,,,,,,,,,,,,,
Paths of Glory,2009, War            ,,,,,,,,,,,,,,,,
Patriots Day,1992, Crime,,,,,,,,,,,,,,,,
Performance,1986, Drama            ,,,,,,,,,,,,,,,,
Persepolis,2006, Biography,,,,,,,,,,,,,,,,
Pink Flamingos,2000, Crime            ,,,,,,,,,,,,,,,,
Pinocchio,1995, Adventure,,,,,,,,,,,,,,,,
Piranha 3D,2000, Fantasy,,,,,,,,,,,,,,,,
Pirates of the Caribbean: Dead Man's Chest,1999, Adventure,,,,,,,,,,,,,,,,
Pirates of the Caribbean: The Curse of the Black Pearl,2008, Adventure,,,,,,,,,,,,,,,,
Pitch Black,1986, Horror,,,,,,,,,,,,,,,,
Planet of the Apes,1980, Sci-Fi            ,,,,,,,,,,,,,,,,
Planet Terror,2019, Comedy,,,,,,,,,,,,,,,,
Platoon,1976, War            ,,,,,,,,,,,,,,,,
"Play It Again, Sam",2012, Romance            ,,,,,,,,,,,,,,,,
Point Blank,1992, Drama,,,,,,,,,,,,,,,,
Point Break,2008, Crime,,,,,,,,,,,,,,,,
Poltergeist,2010, Thriller            ,,,,,,,,,,,,,,,,
Predator,1997, Adventure,,,,,,,,,,,,,,,,
Primal Fear,1985, Drama,,,,,,,,,,,,,,,,
Princess Mononoke,1990, Action,,,,,,,,,,,,,,,,
Prisoners,1967, Drama,,,,,,,,,,,,,,,,
Private Parts,1989, Comedy,,,,,,,,,,,,,,,,
Prometheus,2005, Mystery,,,,,,,,,,,,,,,,
Psycho,1995, Mystery,,,,,,,,,,,,,,,,
Pulp Fiction,2011, Drama            ,,,,,,,,,,,,,,,,
Punch-Drunk Love,2011, Drama,,,,,,,,,,,,,,,,
Quantum of Solace,2012, Adventure,,,,,,,,,,,,,,,,
Quiz Show,2005, Drama,,,,,,,,,,,,,,,,
Rachel Getting Married,2012, Romance            ,,,,,,,,,,,,,,,,
Raging Bull,2002, Drama,,,,,,,,,,,,,,,,
Raising Arizona,1986, Crime            ,,,,,,,,,,,,,,,,
Rango,2004, Action,,,,,,,,,,,,,,,,
Ratatouille,2011, Adventure,,,,,,,,,,,,,,,,
Re-Animator,2006, Horror,,,,,,,,,,,,,,,,
Rear Window,1983, Thriller            ,,,,,,,,,,,,,,,,
REC,2017, Mystery,,,,,,,,,,,,,,,,
Redbelt,1996, Sport            ,,,,,,,,,,,,,,,,
Rescue Dawn,2005, Biography,,,,,,,,,,,,,,,,
Reservoir Dogs,2007, Drama,,,,,,,,,,,,,,,,
Ringu,1972, Mystery            ,,,,,,,,,,,,,,,,
Rise of the Planet of the Apes,2000, Drama,,,,,,,,,,,,,,,,
Risky Business,1998, Crime,,,,,,,,,,,,,,,,
Road to Perdition,2009, Drama,,,,,,,,,,,,,,,,
RoboCop,1997, Crime,,,,,,,,,,,,,,,,
Rocky,1994, Sport            ,,,,,,,,,,,,,,,,
Rocky II,1971, Sport            ,,,,,,,,,,,,,,,,
Roger Dodger,2008, Drama            ,,,,,,,,,,,,,,,,
Ronin,2012, Crime,,,,,,,,,,,,,,,,
Room,2017, Thriller            ,,,,,,,,,,,,,,,,
Rope,1997, Drama,,,,,,,,,,,,,,,,
Rosemary's Baby,1941, Horror            ,,,,,,,,,,,,,,,,
Rounders,1982, Drama            ,,,,,,,,,,,,,,,,
Ruby Sparks,2004, Drama,,,,,,,,,,,,,,,,
Runaway Jury,1974, Drama,,,,,,,,,,,,,,,,
Rush,2018, Biography,,,,,,,,,,,,,,,,
Rushmore,1990, Drama,,,,,,,,,,,,,,,,
Rust and Bone,1991, Romance            ,,,,,,,,,,,,,,,,
Salvador,2007, History,,,,,,,,,,,,,,,,
Santa Sangre,1969, Horror,,,,,,,,,,,,,,,,
Saturday Night Fever,1981, Music            ,,,,,,,,,,,,,,,,
Saving Private Ryan,2013, War            ,,,,,,,,,,,,,,,,
Saw,2009, Mystery,,,,,,,,,,,,,,,,
Say Anything,1987, Drama,,,,,,,,,,,,,,,,
Scarface,1968, Drama            ,,,,,,,,,,,,,,,,
Schindler's List,1989, Drama,,,,,,,,,,,,,,,,
Scott Pilgrim vs. the World,1973, Comedy,,,,,,,,,,,,,,,,
Scream,2017, Mystery            ,,,,,,,,,,,,,,,,
Scum,2004, Drama            ,,,,,,,,,,,,,,,,
Se7en,2009, Drama,,,,,,,,,,,,,,,,
Secretary,1969, Drama,,,,,,,,,,,,,,,,
Senna,2016, Biography,,,,,,,,,,,,,,,,
Serenity,2019, Adventure,,,,,,,,,,,,,,,,
Seven Psychopaths,2007, Crime            ,,,,,,,,,,,,,,,,
Seven Samurai,2001, Adventure,,,,,,,,,,,,,,,,
Sexy Beast,2010, Drama,,,,,,,,,,,,,,,,
Shallow Grave,1992, Thriller            ,,,,,,,,,,,,,,,,
Shaolin Soccer,2008, Comedy,,,,,,,,,,,,,,,,
Shaun of the Dead,2001, Horror            ,,,,,,,,,,,,,,,,
Sherlock Holmes,2008, Adventure,,,,,,,,,,,,,,,,
Shoot 'Em Up,1996, Thriller            ,,,,,,,,,,,,,,,,
Short Cuts,2002, Drama            ,,,,,,,,,,,,,,,,
Shut Up and Play the Hits,1998, Music            ,,,,,,,,,,,,,,,,
Shutter Island,2013, Thriller            ,,,,,,,,,,,,,,,,
Sicario,1979, Crime,,,,,,,,,,,,,,,,
Sicko,2010, Drama            ,,,,,,,,,,,,,,,,
Side Effects,2016, Drama,,,,,,,,,,,,,,,,
Sideways,2006, Drama,,,,,,,,,,,,,,,,
Silver Linings Playbook,2002, Drama,,,,,,,,,,,,,,,,
Sin City,1987, Thriller            ,,,,,,,,,,,,,,,,
Sing Street,1982, Drama,,,,,,,,,,,,,,,,
Singin' in the Rain,1999, Musical,,,,,,,,,,,,,,,,
Skyfall,1974, Adventure,,,,,,,,,,,,,,,,
